cohort_id,manual_review_id,search_rank,case_title,country_or_jurisdiction,canonical_url,feature,sample_stratum,structured_reference_source,structured_reference_available,structured_reference_raw,provisional_policy_state,person_section_heading_raw,person_record_count,fact_summary_excerpt,human_feasibility_judgment,answerable_from_fact_summary,structured_narrative_case_type,ambiguity_reason,notes
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:889,889,ACR 2006.72.03.003070-2 TRF4,Brazil,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_2006.72.03.003070-2_trf4.html,form_of_trafficking,Transnational,Legacy,YES,"Legacy=[""Transnational""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...Brazil, a criminal group was dedicated to the promotion and facilitation of the entry to Brazil of women from Paraguay to exercise prostitution, sometimes through the use of fraud. One of these trafficked women was apparently a teenager. The accused were two men, DIRLEI DE OLIVEIRA and...",CLEAN_SUPPORTED,YES,TYPE_1,,Paraguay-to-Brazil movement is explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:898,898,United States v. Oscar Mondragon,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._oscar_mondragon.html,form_of_trafficking,missing,NONE,NO,Legacy=[]; Sidebar=[],STRUCTURED_MISSING,,,"Defendants were part of a scheme to smuggle Central American women and girls into the United States. The defendants lured their victims with promises of legal jobs in the United States. Once in the country, however, the victims were forced to work in restaurants, bars and cantinas in the Houston...",NARRATIVE_INFORMATIVE_WITHOUT_REFERENCE,YES,TYPE_3,No structured value despite explicit movement into the United States.,Potential Transnational Form is narrative-answerable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:917,917,Processo nº 2009.03.00.014160-5,Brazil,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2009/processo_n_2009.03.00.014160-5.html,form_of_trafficking,Internal + Transnational + Organized Criminal Group,Legacy,YES,"Legacy=[""Internal"", ""Transnational"", ""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"The defendant Maria de Jesus dos Santos Bezerra was an integrant of an organized criminal group with the purpose of promoting, intermediating and favouring the internal and international trafficking in person, participating directly on the profits from the prostitution of the women recruited. The...",CLEAN_SUPPORTED,YES,TYPE_1,,The summary expressly says organized group and internal and international trafficking.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:940,940,Processo 5/02.7ZRC,Portugal,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/prt/2009/processo_502.7zrc.html,form_of_trafficking,Transnational,Legacy,YES,"Legacy=[""Transnational""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...of gaining from prostitution which occurred there, and over which they had control. A significant number of the women working as prostitutes in the nightclub were recruited from Brazil, via Spain. They were taken to the nightclub and introduced to the functioning of the club by the defendants.",CLEAN_SUPPORTED,YES,TYPE_1,,Women were recruited from Brazil via Spain.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:962,962,Emerson,Canada,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2009/emerson.html,form_of_trafficking,Internal,Legacy,YES,"Legacy=[""Internal""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...women’s homeless shelter in the National Capital Region while some were recruited at an Ottawa courthouse, although no record of Ms Emerson working at the courthouse could be found. It was alleged that Ms Emerson received one of the three women in an exchange with another pimp. The victims were...",PARTIAL_SUPPORT,PARTIAL,TYPE_2,"Ottawa-to-Gatineau movement is domestic, but interpreting it requires outside geographic knowledge.",Internal is plausible but not explicitly labelled in the narrative.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1097,1097,Saldarriaga et al,Colombia,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/col/2008/saldarriaga_et_al.html,form_of_trafficking,Organized Criminal Group,Legacy,YES,"Legacy=[""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...local police station after realizing that her daughter, Ms L.M.V.M., was a victim of a criminal organization that sent women to Hong Kong and forced them to work as prostitutes. On 15 August 2007, after an arrest warrant was issued, the defendants, Jessica María Ríos Saldarriaga, Olga Mercedes...",CLEAN_SUPPORTED,YES,TYPE_1,,The victim and police explicitly describe a criminal organization.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1105,1105,United States v. Mondragon,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2008/united_states_v._mondragon.html,form_of_trafficking,Organized Criminal Group,Legacy,YES,"Legacy=[""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"Oscar Mondragon and Victor Lopez, along with six others, engaged in a scheme to compel Central American women into service in restaurants, bars, and cantinas in the Houston area. Mondragon and Lopez lured Central American women to the United States with promises of jobs. Once the women arrived,...",CLEAN_SUPPORTED,YES,TYPE_1,,Eight participants acting in a coordinated scheme support the organized-group value.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1142,1142,Valencia et al,Colombia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2008/valencia_et_al.html,form_of_trafficking,Internal + Organized Criminal Group,Legacy,YES,"Legacy=[""Internal"", ""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...2007, Rubén Darío Ardila Álvarez contacted two minors who lived in the municipality of Montenegro, Colombia, and offered them a job to work as maids and cooks in a hotel located in Cali, Colombia. The minors accepted the offer, but the day after they were taken to the municipality of Orito,...",PARTIAL_SUPPORT,PARTIAL,TYPE_2,"Domestic movement is explicit, but no organized criminal group is described.",Internal is supported; Organized Criminal Group is not.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1153,1153,Processo 2004.61.06.004897-4 18682,Brazil,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2008/processo_2004.61.06.004897-4_18682.html,form_of_trafficking,Transnational + Organized Criminal Group,Legacy,YES,"Legacy=[""Transnational"", ""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...documents found with J.A.M., this analysis was seen as unnecessary, since the purpose of international trafficking for the purpose of sexual exploitation was well demonstrated with the other elements of investigation. Even though M.V. was not denounced, her participation in the crime was mentioned...",CLEAN_SUPPORTED,YES,TYPE_1,,Spain-bound movement and a charged criminal group are explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1229,1229,United States v. Telichenko,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2007/united_states_v._telichenko.html,form_of_trafficking,Internal + Transnational,Legacy,YES,"Legacy=[""Internal"", ""Transnational""]; Sidebar=[]",STRUCTURED_PRESENT,,,"The defendant, a Ukrainian national, lived and worked as a court translator in Orlando, Florida. The victim, a Russian citizen, was visiting the United States on a B-2 tourist visa. The defendant and victim met in Philadelphia, PA and, it was at this time when the defendant convinced the victim to...",PARTIAL_SUPPORT,PARTIAL,TYPE_2,"Domestic Philadelphia-to-Florida movement is explicit; the victim was already visiting the US, so trafficking across an international border is not established.",Internal is supported; Transnational is not.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1308,1308,United States v. Maksimenko and United States v. Prokopenko,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._maksimenko_and_united_states_v._prokopenko.html,form_of_trafficking,Organized Criminal Group,Legacy,YES,"Legacy=[""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...in Livonia, Michigan. Michail Aronov is a Lithuanian citizen from the Chicago area and associate of Masimenko. The defendants recruited Russian and Ukrainian women to travel to the United States and held them in a condition of servitude in strip clubs in south-eastern Michigan. At least nine...",PARTIAL_SUPPORT,PARTIAL,TYPE_2,The summary describes associates and conspiracy but does not identify an organized criminal group as such.,Organized-group status is inferable but not explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1316,1316,United States v. Salazar,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._salazar.html,form_of_trafficking,Organized Criminal Group,Legacy,YES,"Legacy=[""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...using physical violence, and threats to maintain strict control over them. Four of the six defendants have pleaded guilty to conspiring to commit sex trafficking. Ivan Salazar and his co-conspirators also instructed the women on how to service the clients and prohibited the women from conversing...",CLEAN_SUPPORTED,YES,TYPE_1,,Six defendants and co-conspirators are explicitly described.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1356,1356,R v DS (2005),Australia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2005/r_v_ds_2005.html,form_of_trafficking,Transnational + Organized Criminal Group,Legacy,YES,"Legacy=[""Transnational"", ""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...employer. Ms Tang was accused, and later convicted, of having purchased five women from Thailand to work in debt-bondage conditions in a legal brothel called ‘Club 417’ in Fitzroy. The women had previously worked in the sex industry in Thailand and were aware that they would be working in...",CLEAN_SUPPORTED,YES,TYPE_1,,Thailand-to-Australia movement and a syndicate/recruiter network are explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1396,1396,Kwok Ho,China,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/chn/2004/kwok_ho.html,form_of_trafficking,Internal + Transnational,Legacy,YES,"Legacy=[""Internal"", ""Transnational""]; Sidebar=[]",STRUCTURED_PRESENT,,,"On or about 13 April 2002, the accused, Mr Kwok Ho, travelled to Shenzhen and met K.S who asked him to help her find work in Hong Kong. Mr Kwok Ho made arrangements for K.S. to come to Hong Kong to work and K.S. agreed. Mr Kwok Ho allegedly transported K.S. to a hotel in Shenzhen to a third party...",PARTIAL_SUPPORT,PARTIAL,TYPE_2,"Shenzhen-to-Hong Kong movement is explicit, but why both Internal and Transnational apply is not self-evident from the text alone.",Geopolitical/jurisdictional interpretation is required.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1464,1464,1028 k/PID SUS/2009,Indonesia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/idn/1998/_1028_kpid_sus2009_.html,form_of_trafficking,Internal,Legacy,YES,"Legacy=[""Internal""]; Sidebar=[]",STRUCTURED_PRESENT,,,"On 23 January 2008, the defendant ran a Café and his friend named Ekawati brought the victim with her on the pretext that they were going to pick up Ekawati’s boyfriend and go to the defendant’s house for a birthday party. Ekawati told the victim that in case it got late at the party they would all...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,No place names or route are provided.,Internal cannot be recovered.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1523,1523,"CC 41/2017 – The State vs. O. B. Abba, M. P. Mkhonto, and C.J. Obasi",South Africa,https://www.unodc.org/cld/case-law-doc/drugcrimetype/zaf/cc_412017_the_state_vs._o._b._abba_m._p._mkhonto_and_c.j._obasi.html,form_of_trafficking,Internal,Legacy + Sidebar,YES,"Legacy=[""Internal""]; Sidebar=[""Internal trafficking""]",STRUCTURED_PRESENT,,,"...trafficking and facilitation to such crimes which was prosecuted by the High Court in Pretoria, South Africa. During the period 1 April 2016 up to September 2016, defendant 3, namely C.J. Obasi, harboured at least two victims at Jaspit Court with the alleged intent to exploit his victims...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,"Pretoria is stated, but victim origin and trafficking movement are absent.",Internal cannot be distinguished from other possibilities.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:1544,1544,"Gonzalez, Calderón, Payero y Zapata",Argentina,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/gonzalez_calderon_payero_y_zapata.html,form_of_trafficking,Organized Criminal Group,Legacy,YES,"Legacy=[""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...she escaped, she had been tortured for refusing to be a prostitute The victim could escape after fifteen days of captivity because she had slimmed so much that she could slide her arm out of the handcuffs. (Information regarding, transportation plans, and the minors’ home country is unavailable.)",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,"Several defendants appear, but the summary does not establish an organized group.",The source note says transportation and home-country information are unavailable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:13,13,Case of Zoletic and Others v. Azerbaijan,Azerbaijan,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aze/2021/case_of_zoletic_and_others_v._azerbaijan.html,sector_of_exploitation,Construction,Legacy + Sidebar,YES,"Legacy=[""Construction""]; Sidebar=[""Construction""]",STRUCTURED_PRESENT,,,"“SerbAz Project Design and Construction LLC”, a construction company, had concluded contracts with the Ministry of Sports and Youth of Azerbaijan providing that the company would complete certain construction projects in Azerbaijan. For this purpose, the applicants, nationals of Bosnia and...",CLEAN_SUPPORTED,YES,TYPE_1,,Construction work is explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:17,17,"Case No. 20-0434, Supreme Court of Texas",United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2021/case_no._20-0434_supreme_court_of_texas.html,sector_of_exploitation,Commercial sexual exploitation,Legacy + Sidebar,YES,"Legacy=[""Commercial sexual exploitation""]; Sidebar=[""Prostitution / sex work / pornography industry""]",STRUCTURED_PRESENT,,,"...her pursue a modelling career. Her pictures were then posted to the website ‘Backpage’ advertising sexual services. As a consequence, Plaintiff was “raped, beaten and forced into further sex trafficking.” In 2012, the second Plaintiff, who was fourteen years old, was approached by her alleged...",CLEAN_SUPPORTED,YES,TYPE_1,,Prostitution and advertised sexual services explicitly support the sector.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:21,21,The Queen v Joseph Auga Matamata,New Zealand,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nzl/2020/the_queen_v_joseph_auga_matamata.html,sector_of_exploitation,Agriculture,Legacy + Sidebar,YES,"Legacy=[""Agriculture""]; Sidebar=[""Agriculture""]",STRUCTURED_PRESENT,,,"...his family in Hastings, where they would be given food and accommodation and undertake horticulture work as organised by defendant. Defendant represented to the victims and their families that they could earn significant income by Samoan standards. Once they had paid off the cost of the visas...",PARTIAL_SUPPORT,PARTIAL,TYPE_2,"Agriculture is explicit, but household chores also suggest an unlabelled domestic-work sector.",The structured value is recoverable but may be incomplete.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:27,27,S v. Fatmata Kamara & Kadiatu Kargbo,Sierra Leone,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/sle/2020/s_v._fatmata_kamara_kadiatu_kargbo.html,sector_of_exploitation,multi-label,Legacy,YES,"Legacy=[""Agriculture"", ""Begging"", ""Commercial sexual exploitation"", ""Domestic servitude"", ""Mining""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...employment. Kamara and Kargbo facilitated the transfer of the women from Sierra Leone to Ghana via Liberia and Côte d'Ivoire. In Ghana, Kamara would hand over the women to her agents, who then transported them to Oman and Iraq, where the women were subjected to sexual exploitation and forced labor.",PARTIAL_SUPPORT,PARTIAL,TYPE_2,"Sexual exploitation and forced labour are stated, but Agriculture, Begging, Domestic servitude, and Mining are not.",Only part of the five-label structured set is recoverable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:28,28,R. v. Antoine,Canada,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2020/r._v._antoine.html,sector_of_exploitation,missing,NONE,NO,Legacy=[]; Sidebar=[],STRUCTURED_MISSING,,,"...stayed at a condominium the accused has rented for her. Over the next week, the victim worked as a prostitute under the supervision of the accused, mostly at hotels, in exchange for drugs, specifically, cocaine which was provided to her by the accused. Upon discussing the issue with her...",NARRATIVE_INFORMATIVE_WITHOUT_REFERENCE,YES,TYPE_3,No structured Sector despite prostitution in hotels.,Commercial sexual exploitation and hotel context are narrative-answerable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:65,65,Case 14/2018,Oman,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/omn/2018/case_142018.html,sector_of_exploitation,missing,NONE,NO,Legacy=[]; Sidebar=[],STRUCTURED_MISSING,,,"...individual. They agreed with his sister to bring into the country a female to work as a domestic worker, while in reality they intended to force her into the marriage without her consent. The sister was looking for a wife for her brother from outside the sultanate. She met the two defendants who...",NARRATIVE_INSUFFICIENT_WITHOUT_REFERENCE,NO,TYPE_4,"Domestic work was the recruitment pretext, while forced marriage was the intended harm; no exploitation sector is safely assignable.",Structured and narrative evidence are insufficient for a Sector target.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:127,127,AFFAIRE L.E. c. GRÈCE,Greece,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2016/affaire_l.e._c._grece.html,sector_of_exploitation,Commercial sexual exploitation,Legacy + Sidebar,YES,"Legacy=[""Commercial sexual exploitation""]; Sidebar=[""Prostitution / sex work / pornography industry""]",STRUCTURED_PRESENT,,,"...Upon her arrival in Greece, the Applicant states that K.A. confiscated her passport and forced her to engage in prostitution. The Applicant states that she engaged in prostitution for fear of activating the abovementioned voodoo curse, believing that the only means for freeing herself from this...",CLEAN_SUPPORTED,YES,TYPE_1,,Prostitution and commercial sexual exploitation are explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:140,140,Case 0715,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2015/case_0715.html,sector_of_exploitation,missing,NONE,NO,Legacy=[]; Sidebar=[],STRUCTURED_MISSING,,,"...trafficking co-conspirators in connection with this case, knowing they were pimps who forced and coerced women to engage in prostitution. Patel admitted that although he never personally recruited, groomed, or coerced any of the victims, he benefited financially from the sex trafficking...",NARRATIVE_INFORMATIVE_WITHOUT_REFERENCE,YES,TYPE_3,No structured Sector despite explicit coerced prostitution at a motel.,Sexual exploitation and hotel context are narrative-answerable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:199,199,K 128/13,Serbia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2014/k_12813.html,sector_of_exploitation,Begging,Legacy,YES,"Legacy=[""Begging""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...the relationship of dependency, force and threats, he recruited them for begging. He forced them to beg at various locations in Novi Sad, requiring them to obtain from 1,000 to 2,000 RSD per day. In case they would not bring enough money they were beaten, slapped, hit on the head and body by...",CLEAN_SUPPORTED,YES,TYPE_1,,Forced begging is repeated explicitly.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:222,222,Case 301213,Poland,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2013/case_301213.html,sector_of_exploitation,Commercial sexual exploitation,Legacy,YES,"Legacy=[""Commercial sexual exploitation""]; Sidebar=[]",STRUCTURED_PRESENT,,,...office has revealed that the girl's mother appeared in Poland in 2008 and provided paid sexual services in Świdnica and surroundings. The accused promised to marry her and live together in the country. At the end of 2012 also the daughter of the woman arrived to Poland. Using a relation of...,CLEAN_SUPPORTED,YES,TYPE_1,,Paid sexual services and prostitution are explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:235,235,J.F. & another v Republic [2013] eKLR,Kenya,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ken/2013/j.f._another_v_republic_2013_eklr.html,sector_of_exploitation,Other sectors,Legacy,YES,"Legacy=[""Other sectors""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...home and collect alcohol for her. They both left and did not return, as J.F. allegedly locked the victim in his house and sexually abused her. A woman came to the house inquiring about the noise and screams (presumably the victim’s screams), but J.F. threatened her. The victim slept at J.F.’s...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,"The narrative describes confinement and sexual assault, but Other sectors is an ontology catch-all rather than a recoverable phrase.",Exact raw label is not narrative-grounded.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:264,264,LG- 2012-173499,Norway,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2013/lg-_2012-173499.html,sector_of_exploitation,Hair/Beauty Salon,Legacy,YES,"Legacy=[""Hair/Beauty Salon""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...Brazilian homosexual man, performed sexual services to male customers while working in a sauna parlour owned by Mr. J., a Norwegian 71-year-old man. J. was charged with human trafficking for the purpose of sexual exploitation. F. testified in court that in the summer of 2007, he was invited to go...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,"The narrative says sauna/massage parlour, not Hair/Beauty Salon.",Mapping requires an unstated taxonomy convention.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:304,304,Samaesan,Thailand,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2013/samaesan.html,sector_of_exploitation,Other sectors,Legacy,YES,"Legacy=[""Other sectors""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...– and were told by the defendant that each of them were sold at 12,500 Baht to him to work in fishing trawlers. In order to pay off this debt, the victims were forced to work in the vessels. Whenever they refused to work, they would be beaten up or they would be threatened to be killed. The 1st...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,"Fishing-trawler work is explicit, but Other sectors is a catch-all mapping not stated in the text.",The activity is clear; the raw SHERLOC label is not directly extractable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:494,494,Causa n° 2537,Argentina,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n_2537.html,sector_of_exploitation,Factory/Manufacturing,Legacy,YES,"Legacy=[""Factory/Manufacturing""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...hometown of Punata, Bolivia for the purpose of recruiting people for slave labor at his textile workshop. Once there, he met E.S.C., her aunt S.C. and her 17 year old daughter D.C. He convinced them to work in his studio as seamstresses by taking advantage of their economic situation and...",CLEAN_SUPPORTED,YES,TYPE_1,,Textile workshop and seamstress work explicitly support manufacturing.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:551,551,PenalCriminal Case No. 175/2010,Mexico,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mex/2011/penalcriminal_case_no._1752010_.html,sector_of_exploitation,Domestic servitude,Legacy,YES,"Legacy=[""Domestic servitude""]; Sidebar=[]",STRUCTURED_PRESENT,,,...victim reported that she had escaped from a place where she had been forced to provide various forms of labour. In her statement the victim said she had been recruited through deception in her country of origin (Colombia) by a religious organization. This organization promised the victim a...,INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,Only unspecified various forms of labour are described.,Domestic servitude is not recoverable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:561,561,Case No. K.1138/10,Serbia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2011/case_no._k.113810.html,sector_of_exploitation,multi-label,Legacy,YES,"Legacy=[""Commercial sexual exploitation"", ""Hotel/Restaurant/Bar""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...exploited the difficult circumstances they were living in, and made them engage in prostitution. Furthermore, he also determined the prices of their services, chose their clients for them and defined their working hours, taking all the money they earned, and using physical and mental abuse...",CLEAN_SUPPORTED,YES,TYPE_1,,Both prostitution and waitressing at a bar are explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:577,577,Case No. 1-689,Ukraine,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-689.html,sector_of_exploitation,Other sectors,Legacy,YES,"Legacy=[""Other sectors""]; Sidebar=[]",STRUCTURED_PRESENT,,,"In October 2011, the defendant arranged for the transfer of her minor son to a foster family for USD 15,000. She was detained by the police after she received the money and transferred her son to the aforementioned family.",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,"The child sale is clear, but assigning it to Other sectors requires ontology mapping.",The exact raw label is not narrative-grounded.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:616,616,Frederiksberg City Court judgement January 4 2011,Denmark,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/dnk/2011/frederiksberg_city_court_judgement_january_4_2011.html,sector_of_exploitation,Commercial sexual exploitation,Legacy,YES,"Legacy=[""Commercial sexual exploitation""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...women to travel to Denmark, where he in the period from September 2008 to 20 April 2010 exploited the women through prostitution. Based on testimony given by two Romanian women and one Hungarian woman, the Court found that these women in their homeland were offered the opportunity to go to...",CLEAN_SUPPORTED,YES,TYPE_1,,Prostitution and escort work are explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:637,637,Tatiana Malachi,South Africa,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2010/tatiana_malachi.html,sector_of_exploitation,Hotel/Restaurant/Bar,Legacy,YES,"Legacy=[""Hotel/Restaurant/Bar""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...respondent) and House of Rasputin Properties (Pty) Ltd (the second respondent), as an exotic dancer. Upon her arrival in South Africa, a representative of the employers caused her to surrender her passport to him. When she subsequently asked for it, he refused to give it back to her unless she...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,"The victim is an exotic dancer, but no hotel, restaurant, or bar is named.",Sector location is not recoverable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:655,655,State v. Netcare Kwa-Zulu Limited,South Africa,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2010/state_v._netcare_kwa-zulu_limited.html,sector_of_exploitation,Organ/tissue removal,Legacy,YES,"Legacy=[""Organ/tissue removal""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...stemming from having allowed its ‘employees and facilities to be used to conduct … illegal kidney transplant operations’. In addition to Netcare, a number of other charges were laid against the St Augustine's Hospital, located in Durban, South Africa, the CEO of Netcare, Richard Friedland,...",CLEAN_SUPPORTED,YES,TYPE_1,,Illegal kidney transplants and suppliers are explicit.
