search_rank,canonical_url,jurisdiction,word_count,modernbert_token_count_with_special_tokens,tokenizer_model_id,tokenizer_revision,fully_covered_at_512,fully_covered_at_1024,fully_covered_at_1536,fully_covered_at_2048,fully_covered_at_3072,fully_covered_at_4096,fully_covered_at_8192
218,https://www.unodc.org/cld/case-law-doc/corruptioncrimetype/phl/2014/criminal_case_no._fc5813.html,Philippines,97,121,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
219,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2014/criminal_case_no._019150-l.html,Philippines,588,730,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
221,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arm/2014/yekd01640113.html,Armenia,1123,1556,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,0,1,1,1,1
222,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2013/case_301213.html,Poland,167,206,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
223,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aze/2013/nuraddin_saleh.html,Azerbaijan,80,102,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
224,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2013-00004_.html,Colombia,634,808,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
226,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/sentence_1098-2013.html,Argentina,163,267,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
229,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2013/r_v_c_r_hutchinson.html,Canada,197,263,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
230,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aze/2013/seyidmammad_2013.html,Azerbaijan,80,108,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
231,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.11-283640.html,Philippines,203,249,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
232,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2013/5000029-56.2009.827.2706to.html,Brazil,276,344,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
233,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/egy/2013/appeal_no._6772.html,Egypt,235,273,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
234,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2013/case_131113.html,Poland,223,291,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
235,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ken/2013/j.f._another_v_republic_2013_eklr.html,Kenya,171,229,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
236,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2013/case_1113.html,United States of America,130,161,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
237,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2013/docket_number_-_211cr193_2013.html,United States of America,143,183,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
238,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2013/r_v_kuavong_2013_qca310.html,Australia,253,305,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
239,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._39257.html,Colombia,250,341,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
240,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2013/united_states_v._jermaine_lamon_roy.html,United States of America,51,68,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
241,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2013/rt-2013-1247_.html,Norway,566,688,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
243,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ken/2013/beatrice_akomo_ongito_v_republic_2013_eklr_criminal_appeal_no.274_of_2012.html,Kenya,369,438,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
245,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.13-9820_and_13-9821.html,Philippines,443,599,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
246,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2013/r_121529.html,Finland,104,121,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
247,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2013/13-149986med-larv.html,Norway,203,240,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
248,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2012-00012.html,Colombia,686,868,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
249,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2013/acr_0000957-09.2007.404.7210_trf4.html,Brazil,190,288,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
250,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2013/ntonga_and_others_v._state_case_no._ca_1592012.html,South Africa,238,335,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
251,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2013/r_v_byron.html,Canada,248,286,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
252,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2013-00001.html,Colombia,418,533,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
253,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2013/acr_70052205127_rs.html,Brazil,419,520,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
254,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/usa/2013/united_states_v._vargas-cordon_733_f.3d_366_2013.html,United States of America,365,462,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
255,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/expte._d_312.html,Argentina,399,530,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
256,https://www.unodc.org/cld/case-law-doc/drugcrimetype/arg/2013/sentence_n_03313.html,Argentina,424,529,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
257,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_2853-c.html,Argentina,230,310,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
258,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2011-80352.html,Colombia,343,450,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
259,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/usa/2013/united_states_v._jones_532_fed._appx._769_9th_cir._2013.html,United States of America,104,157,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
260,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nld/2013/eclinlrbmne20132679.html,Netherlands (Kingdom of the),238,290,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
261,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2013/acr_2004.51.01.514541-7_trf2_.html,Brazil,257,335,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
262,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.cbu-91076.html,Philippines,351,426,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
264,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2013/lg-_2012-173499.html,Norway,419,545,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
265,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.gl-q-12-178137.html,Philippines,306,370,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
266,https://www.unodc.org/cld/case-law-doc/drugcrimetype/gbr/2013/l._h.v.n._t.h.n._and_t._v_r_2013_ewca_crim_991.html,United Kingdom of Great Britain and Northern Ireland,1124,1358,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
267,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._37951.html,Colombia,82,103,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
268,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2013/e.k._article_4_echr_anti-trafficking_convention_tanzania_v._secretary_of_state_for_the_home_department.html,United Kingdom of Great Britain and Northern Ireland,535,642,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
269,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.04-229641.html,Philippines,302,411,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
270,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/lopez_lopez_and_novello.html,Argentina,256,383,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
272,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/phl/2013/case_no._q-10-167652.html,Philippines,298,356,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
274,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_369213.html,Argentina,541,653,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
275,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2013/r_133613.html,Finland,140,157,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
276,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mkd/2013/case_n_200513.html,North Macedonia,175,228,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
277,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/expte._n_862-12.html,Argentina,322,417,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
278,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2012-00777.html,Colombia,339,451,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
280,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2013/k_32212.html,Serbia,533,644,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
282,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/usa/2013/docket_number_cr-10-00660-dgc_2013.html,United States of America,353,494,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
283,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2013/case_no._7832013.html,Greece,1091,1401,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
284,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2006-01128.html,Colombia,197,278,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
285,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/bel/2013/case_no._20131339.html,Belgium,552,630,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
286,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2011-04358_.html,Colombia,492,621,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
287,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_2545.html,Argentina,456,585,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
290,https://www.unodc.org/cld/case-law-doc/drugcrimetype/aus/2013/r_v_chee_mei_wong_.html,Australia,496,593,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
291,https://www.unodc.org/cld/case-law-doc/drugcrimetype/pol/2013/case_no._ii_aka_4913.html,Poland,88,108,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
292,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/gbr/2013/r_v._connors.html,United Kingdom of Great Britain and Northern Ireland,282,342,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
293,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_no._2410.html,Argentina,174,220,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
295,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.q-12-176620.html,Philippines,265,337,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
296,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/vnm/2013/case_0313.html,Viet Nam,407,564,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
297,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.07-254534.html,Philippines,156,198,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
298,https://www.unodc.org/cld/case-law-doc/drugcrimetype/arg/2013/sentence_n_00413.html,Argentina,290,352,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
299,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arm/2013/shd00990112.html,Armenia,596,767,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
300,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_11-g-2012.html,Argentina,309,430,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
301,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2013/ii_aka_38712.html,Poland,310,410,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
302,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ita/2013/cass._pen._sez._v_n._12574.html,Italy,82,95,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
303,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2013/acr_0000188-86.2006.8.26.0097_sp.html,Brazil,174,223,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
304,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2013/samaesan.html,Thailand,782,1021,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
305,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2013/correctional_tribunal_of_nivelles_25-01-2013.html,Belgium,299,341,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
306,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/fji/2013/state_v_laojindamanee.html,Fiji,389,476,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
308,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2013/c1182013_2013.html,Belgium,145,191,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
310,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2013/hr-2013-00104-a.html,Norway,45,58,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
311,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/criminal_case_no._23-1556.html,Philippines,90,120,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
312,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no._q-08-151971.html,Philippines,249,290,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
313,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no._r-llp-09-05622-cr.html,Philippines,132,163,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
314,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2012/r_v_beckford.html,Canada,284,379,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
315,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/uzb/2012/uzbekistan_v_turchinov.html,Uzbekistan,159,209,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
316,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/lso/2012/rex_v._yoseph_girmay_tesfagaber_adanech_beru_woldegioregis.html,Lesotho,781,922,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
317,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2012/12-175933med-otir03.html,Norway,346,403,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
319,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2012/case_no._3k-9712.html,Serbia,503,628,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
320,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2012/ledesma_pedro_alberto_y_otras.html,Argentina,153,210,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
322,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2012/case_no._20123925.html,Belgium,207,253,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
323,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2012/rodriguez_1112.html,United States of America,125,156,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
324,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2012/case_no._ii_aka_29512.html,Poland,389,536,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
325,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2012/united_states_v._arthur_chappell.html,United States of America,228,271,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
326,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/_irb/2012/c.n._and_v._v._france.html,International and Regional Bodies,765,963,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
327,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2012/sarawan_and_kongsamrej.html,Thailand,315,398,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
329,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ita/2012/cass._pen._sez._v_sent._n._37638.html,Italy,59,74,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
330,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2012/causa_n_335211.html,Argentina,171,205,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
331,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2012/case_no.06-1759.html,Philippines,242,290,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
332,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/swe/2012/case_no_2827-12.html,Sweden,193,238,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
333,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/blr/2012/case_of_bondar_gunter_and_b..html,Belarus,99,124,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
334,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mkd/2012/case_n180912.html,North Macedonia,103,131,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
335,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2012/case_no_b_1689-12.html,Sweden,52,60,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
337,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/chl/2012/case_no._199-2012.html,Chile,415,563,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
