search_rank,case_title,unodc_case_number,canonical_url,url_path_crime_type,fact_summary_status,has_english_fact_summary,has_any_fact_summary,fact_summary_variant_count,fact_summary_language_count,fact_summary_languages,has_sidebar_acts,sidebar_acts_count,has_sidebar_means,sidebar_means_count,has_sidebar_purpose,sidebar_purpose_count,has_legacy_keyword_acts,legacy_keyword_acts_count,has_legacy_keyword_means,legacy_keyword_means_count,has_legacy_keyword_purpose,legacy_keyword_purpose_count,has_victim_or_person_role_section,person_role_section_count,person_role_record_count,has_defendant_or_respondent_section,defendant_respondent_section_count,defendant_respondent_record_count,has_charges_claims_decisions,charge_subject_record_count,charge_record_count,has_court,tabbed_section_count,tabbed_pane_count,multi_pane_section_count,multilingual_section_count,multilingual_section_labels,crime_type_badge_count,parse_warning_count,parse_warning_severity_count,parse_warning_codes,overall_parse_status
1392,3 T 136/2003,SVK021,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2004/3_t_1362003_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,3,1,3,3,1,0,0,0,0,,1,0,0,,FOUND
1393,Sahyog Mahila Mandal and Anr. Versus State of Gujarat and Ors.,IND023,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2004/sahyog_mahila_mandal_and_anr._versus_state_of_gujarat_and_ors..html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,4,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1394,Court on its own Motion v. State,IND008,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2004/court_on_its_own_motion_v._state.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,1,0,0,,FOUND
1395,3 To 17/2004,SVK028,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2004/3_to_172004.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,3,1,1,1,1,3,1,1,2,1,2,3,1,0,0,0,0,,2,0,0,,FOUND
1396,Kwok Ho,CHN001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/chn/2004/kwok_ho.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,1,1,2,1,1,1,1,1,1,1,1,3,1,0,0,0,0,,1,0,0,,FOUND
1397,Lamarie Pierre Charles Jacques v The State,MUS001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mus/2004/lamarie_pierre_charles_jacques_v_the_state_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
1398,United States v. Blackwell,USA020,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2004/united_states_v._blackwell.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,3,1,2,1,1,1,1,1,2,1,2,3,1,0,0,0,0,,1,0,0,,FOUND
1399,United States v. Tong Xiong,USA088,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2003/united_states_v._tong_xiong.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
1400,Case No B 4388-03,SWE007,https://www.unodc.org/cld/case-law-doc/drugcrimetype/swe/2003/case_no_b_4388-03.html,drugcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,4,1,1,1,1,1,1,1,2,1,2,6,1,0,0,0,0,,3,0,0,,FOUND
1401,Foyam Sk. @ Fhoim Sk. @ Fine Sk. and Samina Bibi v. State of West Bengal,IND021,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2003/foyam_sk._fhoim_sk._fine_sk._and_samina_bibi_v._state_of_west_bengal.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,2,1,1,1,1,1,1,1,2,1,2,4,1,0,0,0,0,,2,0,0,,FOUND
1402,State of Israel vs. Yaish Ben David,ISR007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2003/state_of_israel_vs._yaish_ben_david.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,0,0,,1,0,0,,FOUND
1403,ACR 200102010335742RJ,BRA089,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2003/acr_200102010335742rj.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,3,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,3,1,0,0,0,0,,2,0,0,,FOUND
1404,Borisov et al vs. State of Israel,ISR008,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2003/borisov_et_al_vs._state_of_israel.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,3,1,1,1,1,2,1,1,2,1,2,8,1,0,0,0,0,,2,0,0,,FOUND
1405,"United States v. Timothy Bradley, Criminal Case No. 03-CR-61",USA040,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2003/united_states_v._timothy_bradley_criminal_case_no._03-cr-61.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,4,1,1,1,1,5,1,1,2,1,2,5,1,0,0,0,0,,1,0,0,,FOUND
1406,Frudenthal vs. State of Israel,ISR011,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2003/frudenthal_vs._state_of_israel_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,2,1,1,2,1,1,1,1,1,4,1,0,0,0,0,,1,0,0,,FOUND
1407,Criminal Appeal ACR no. 1999.71.03.001519-4RS,BRA97,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2003/criminal_appeal_acr_no._1999.71.03.001519-4rs.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,4,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1,0,0,0,0,0,,1,0,0,,FOUND
1408,United States v. Armando Soto-Huarto,USA102,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2003/united_states_v._armando_soto-huarto.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,2,1,2,1,1,1,1,1,8,1,8,5,1,0,0,0,0,,1,0,0,,FOUND
1409,Savera v. State of Goa,IND015,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2003/savera_v._state_of_goa.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1410,Pareja and Álvarez,COL006,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/col/2003/pareja_and_alvarez.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,0,,2,3,3,DUPLICATE_TAB_PANE_ID|DUPLICATE_TAB_HREF|TAB_GROUP_MULTIPLE_ACTIVE_PANES,PARTIAL
1411,Case No B 3065-03,SWE032,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2003/case_no_b_3065-03.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
1412,Sampath Kumar Vellingiri & 78 Yang Lain v Chin Well Fasteners & Co Sdn Bhd,MYS002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mys/2003/_sampath_kumar_vellingiri_78_yang_lain_v_chin_well_fasteners_co_sdn_bhd.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1413,USA v. N.G. and S.E.G,USAx051,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/usa/2003/usa_v._n.g._and_s.e.g.html,migrantsmugglingcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,0,0,0,0,0,,3,0,0,,FOUND
1414,United States vs. Gasanova,USA029,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2003/united_states_vs._gasanova.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,3,0,0,1,1,3,1,1,2,1,2,6,1,0,0,0,0,,1,0,0,,FOUND
1415,1040/2003,ROU010,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2003/10402003.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1416,3 To 1119/2002,SVK027,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2003/3_to_11192002_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,4,1,1,1,1,3,1,1,3,1,3,4,1,0,0,0,0,,2,0,0,,FOUND
1417,ACR 200051015330641RJ,BRA087,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2003/acr_200051015330641rj.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1418,Maxime X,FRA009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/2003/maxime_x.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|fr,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,4,8,4,4,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Procedural Information,2,0,0,,FOUND
1419,Case No. II Aka 586/02,POL016,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2003/case_no._ii_aka_58602.html,traffickingpersonscrimetype,SECTION_ABSENT,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,1,0,0,,FOUND
1420,United States v. Shannon Marie Wild,USA094,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2003/united_states_v._shannon_marie_wild.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,0,0,0,0,,1,0,0,,FOUND
1421,Processo n 2001.71.03.001661-4,BRA043,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2003/processo_n_2001.71.03.001661-4_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,2,1,2,4,1,0,0,0,0,,1,0,0,,FOUND
1422,2 To 1075/2002,SVK017,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2002/2_to_10752002_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,4,1,1,1,1,8,1,1,2,1,2,3,1,0,0,0,0,,1,0,0,,FOUND
1423,Judgment No. 3162/2003 of the Court of Cassation,ITA002,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/ita/2002/judgment_no._31622003_of_the_court_of_cassation.html,migrantsmugglingcrimetype,SECTION_ABSENT,0,0,0,0,,0,0,0,0,0,0,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,2,0,0,,FOUND
1424,BGE 129 IV 81,CHE005,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/che/2002/bge_129_iv_81_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,,2,0,0,,FOUND
1425,3 To 294/2002,SVK030,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2002/3_to_2942002_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,5,1,1,1,1,2,1,1,1,1,1,2,1,0,0,0,0,,2,0,0,,FOUND
1426,1 T 245/2002,SVK006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2002/1_t_2452002_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1427,Prerana Versus State of Maharashtra and Ors,IND026,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2002/prerana_versus_state_of_maharashtra_and_ors.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,3,1,1,1,1,1,1,1,3,1,3,3,1,0,0,0,0,,1,0,0,,FOUND
1428,Maria Divina Altagracia Mejia v. M.G.C.,CRI002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cri/2002/maria_divina_altagracia_mejia_v._m.g.c..html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,4,1,2,1,1,1,1,4,1,1,1,1,1,1,1,4,8,4,4,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Procedural Information,1,0,0,,FOUND
1429,Yiu Sam,CHN004,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/chn/2002/yiu_sam.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,1,1,1,4,1,0,0,0,0,,2,0,0,,FOUND
1430,United States v Prosper Emeka Udogwu,USA096,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2002/united_states_v_prosper_emeka_udogwu.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,2,1,2,13,1,0,0,0,0,,1,0,0,,FOUND
1431,"United States v. Juan Ramos, Criminal Case No. 01-14019",USA047,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2002/united_states_v._juan_ramos_criminal_case_no._01-14019.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,2,1,1,4,1,1,2,1,2,4,1,0,0,0,0,,1,0,0,,FOUND
1432,Mariakutty v. State of Tamil Nadu,IND003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2002/mariakutty_v._state_of_tamil_nadu.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
1433,13Os39/02 (2002),AUT003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aut/2002/13os3902_2002.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,10,1,10,16,1,1,2,0,0,,2,0,0,,FOUND
1434,1 T 23/2000,SVK005,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2002/1_t_232000_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,5,1,1,1,1,6,1,1,2,1,2,4,1,0,0,0,0,,2,0,0,,FOUND
1435,Switzerland v. A and B - Criminal Case ILDC 347 (CH 2002),CHE004,https://www.unodc.org/cld/case-law-doc/moneylaunderingcrimetype/che/2002/switzerland_v._a_and_b_-_criminal_case_ildc_347_ch_2002.html,moneylaunderingcrimetype,SECTION_ABSENT,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,2,6,1,0,0,0,0,,2,0,0,,FOUND
1436,Vincent and Aminata Y.,FRA007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/2001/_vincent_and_aminata_y..html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|fr,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,2,1,2,4,1,5,10,5,5,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Charges / Claims / Decisions|Procedural Information,1,0,0,,FOUND
1437,"Criminal Appeal ACR no. 99,05,56979-0 TRF5",BRA94,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2001/criminal_appeal_acr_no._990556979-0_trf5.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,3,0,0,0,0,0,,1,0,0,,FOUND
1438,ACR 99.05.56979-0_TRF5,BRA099,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2001/acr_99.05.56979-0_trf5.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,3,1,3,3,0,0,0,0,0,,2,0,0,,FOUND
1439,1 T 152/2003,SVK003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2001/1_t_1522003_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1440,2 T 184/2001,SVK015,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2001/2_t_1842001_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,5,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1441,United States v Victor Nikolayevich Virchenko,USA113,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2001/united_states_v_victor_nikolayevich_virchenko.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,1,1,3,1,3,9,1,0,0,0,0,,1,0,0,,FOUND
1442,United States of America v. Michael Allen Lee,USAx281,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/usa/2001/united_states_of_america_v._michael_allen_lee.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,1,3,1,3,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,2,0,0,,FOUND
1443,United States v. Lakireddy Bali Reddy,USA104,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2001/united_states_v._lakireddy_bali_reddy_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,2,1,1,1,1,1,1,1,5,1,5,26,1,0,0,0,0,,1,0,0,,FOUND
1444,United States v. Jose Tecum,USA114,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2001/united_states_v._jose_tecum_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,1,1,2,1,1,1,1,1,2,1,2,5,1,0,0,0,0,,1,0,0,,FOUND
1445,8 To 50/2001,SVK049,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2001/8_to_502001_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1446,1 T 5/1999,SVK009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2001/1_t_51999_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,1,1,3,1,3,3,1,0,0,0,0,,1,0,0,,FOUND
1447,Ribai vs. State of Israel,ISR013,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2001/ribai_vs._state_of_israel.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1448,Proceso Nº 15940,COL017,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2000/proceso_n_15940_.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,3,0,0,1,1,1,1,4,1,1,2,1,2,2,1,4,8,4,4,Fact Summary|Charges / Claims / Decisions|Procedural Information|Sources / Citations,1,0,0,,FOUND
1449,2 T 336/2000,SVK016,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2000/2_t_3362000_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1450,Hanuchov vs. State of Israel,ISR012,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2000/hanuchov_vs._state_of_israel.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1451,BGE 126 IV 225,CHE006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/che/2000/bge_126_iv_225_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,,2,0,0,,FOUND
1452,3 T 140/2000,SVK022,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2000/3_t_1402000_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,1,1,3,1,3,3,1,0,0,0,0,,1,0,0,,FOUND
1453,3 T 43/1998,SVK024,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2000/3_t_431998_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
1454,6 To 16/2000,SVK043,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2000/6_to_162000_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,4,1,1,1,1,5,1,1,5,1,5,4,1,0,0,0,0,,1,0,0,,FOUND
1455,4 To 84/2000,SVK036,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2000/4_to_842000_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,9,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
1456,Bangladesh Society for the Enforcement of Human Rights (BSEHR) and Ors v. Government of Bangladesh and Ors,BGD002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgd/2000/bangladesh_society_for_the_enforcement_of_human_rights_bsehr_and_ors_v._government_of_bangladesh_and_ors.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1457,1 T 3/1999 and 1 T 77/2004,SVK008,https://www.unodc.org/cld/case-law-doc/drugcrimetype/svk/2000/1_t_31999_and_1_t_772004_.html,drugcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,3,1,1,1,1,3,1,1,6,1,6,9,1,0,0,0,0,,2,0,0,,FOUND
1458,1 T 27/1999,SVK007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/1999/1_t_271999_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,2,0,0,,FOUND
1459,United States v. Supawan Veerapol,USA065,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/1999/united_states_v._supawan_veerapol.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,1,1,1,1,1,3,1,0,0,0,0,,1,0,0,,FOUND
1460,Liliane Z.,FRA004,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/1999/liliane_z..html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|fr,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,4,4,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Procedural Information,1,0,0,,FOUND
1461,K 82/08,SRB017,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/1999/k_8208_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,1,1,5,1,5,7,1,0,0,0,0,,2,0,0,,FOUND
1462,United States v. Alex Mishulovich,USA100,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/1999/united_states_v._alex_mishulovich.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,3,1,1,1,1,1,1,1,1,3,1,0,0,0,0,,1,0,0,,FOUND
1463,Farina,FRA005,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/1999/farina.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|fr,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,10,5,4,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Procedural Information,1,3,2,DUPLICATE_TAB_PANE_ID|DUPLICATE_TAB_HREF|TAB_GROUP_NO_ACTIVE_PANE,PARTIAL
1464,1028 k/PID SUS/2009,IDN001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/idn/1998/_1028_kpid_sus2009_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
1465,United States v. Flores,USA058,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/1998/united_states_v._flores.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,2,1,1,1,1,1,3,1,3,17,1,0,0,0,0,,1,0,0,,FOUND
1466,Processo nº 96.03.087722-0,BRA032,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/1997/processo_n_96.03.087722-0.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,1,1,1,4,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
1467,P. N. Swamy v. Station House Officer,IND005,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/1997/p._n._swamy_v._station_house_officer.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
